total_price_excluding_optional_support,max_unit_price,avg_unit_price,min_unit_price,students_reached,posted_month,posted_dayofweek,total_quantity,primary_focus_subject,unique_items,primary_focus_area,school_metro,grade_level,resource_type,poverty_level,school_charter_t,school_magnet_t,label
310.0,199.99,123.49,46.99,42,4,5,2.0,Literature & Writing,2,Literacy & Language,suburban,Grades 6-8,Technology,highest poverty,False,False,0
329.42,295.0,295.0,295.0,27,10,6,1.0,Mathematics,1,Math & Science,urban,Grades 6-8,Supplies,highest poverty,False,False,1
336.0,26.95,26.95,26.95,10,11,2,10.0,Foreign Languages,1,Literacy & Language,urban,Grades 9-12,Other,highest poverty,False,False,1
752.0,619.99,619.99,619.99,100,4,5,1.0,Music,1,Music & The Arts,urban,Grades PreK-2,Supplies,highest poverty,True,False,0
540.67,97.51,21.87478261,4.99,90,10,2,23.0,Literacy,22,Literacy & Language,urban,Grades 6-8,Other,highest poverty,True,False,1
304.0,54.58,34.56285714,27.44,20,5,1,7.0,Literacy,7,Literacy & Language,suburban,Grades PreK-2,Other,highest poverty,True,False,0
236.63,77.36,64.57666667,40.38,15,9,6,3.0,Performing Arts,3,Music & The Arts,rural,Grades PreK-2,Other,moderate poverty,False,False,0
169.62,60.37,60.37,60.37,120,2,6,2.0,Health & Life Science,1,Math & Science,urban,Grades 9-12,Supplies,highest poverty,False,True,1
434.0,52.5,7.154857143,1.49,20,3,0,76.0,Visual Arts,35,Music & The Arts,suburban,Grades PreK-2,Supplies,highest poverty,False,False,0
596.39,503.49,503.49,503.49,200,1,1,1.0,Gym & Fitness,1,Health & Sports,urban,Grades 6-8,Supplies,highest poverty,True,False,1
153.32,6.11,4.266666667,1.61,23,6,1,42.0,Environmental Science,3,Math & Science,suburban,Grades PreK-2,Supplies,highest poverty,False,False,1
195.0,14.99,14.99,14.99,480,3,0,10.0,Other,1,Health & Sports,urban,Grades 6-8,Technology,highest poverty,True,False,1
920.0,29.99,19.49,8.99,46,5,0,31.0,Literacy,2,Literacy & Language,suburban,Grades 6-8,Technology,moderate poverty,False,False,0
393.83,91.19,17.3775,0.75,30,11,2,184.0,Mathematics,8,Math & Science,suburban,Grades 6-8,Supplies,highest poverty,False,False,1
610.83,210.0,122.7766667,18.09,300,11,6,14.0,Visual Arts,3,Music & The Arts,rural,Grades 9-12,Supplies,highest poverty,False,False,1
332.98,99.5,99.5,99.5,30,7,1,3.0,Character Education,1,Health & Sports,suburban,Grades PreK-2,Supplies,highest poverty,False,False,1
485.14,139.63,25.62,1.23,45,9,2,32.0,Literacy,8,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
1885.33,1663.97,1663.97,1663.97,120,10,3,1.0,Mathematics,1,Math & Science,urban,Grades 6-8,Technology,highest poverty,True,False,0
1723.0,1439.98,1439.98,1439.98,127,2,3,1.0,Character Education,1,Math & Science,urban,Grades 9-12,Technology,highest poverty,False,False,1
263.99,20.691,12.546,1.791,400,10,5,33.0,Community Service,8,Health & Sports,suburban,Grades 6-8,Supplies,highest poverty,False,False,0
598.74,549.99,549.99,549.99,75,9,3,1.0,Mathematics,1,Math & Science,urban,Grades 6-8,Technology,highest poverty,False,False,1
271.05,4.88,4.29,3.7,60,9,3,52.0,Social Sciences,2,History & Civics,urban,Grades 6-8,Other,highest poverty,False,False,1
216.89,21.59,8.306,1.43,12,10,3,38.0,Literature & Writing,5,Literacy & Language,urban,Grades 6-8,Supplies,highest poverty,True,False,1
603.82,367.26,276.76,186.26,25,3,2,2.0,Mathematics,2,Math & Science,urban,Grades PreK-2,Technology,highest poverty,True,False,1
143.0,3.55,3.55,3.55,250,1,4,30.0,History & Geography,1,History & Civics,rural,Grades 6-8,Supplies,highest poverty,False,False,1
704.78,149.0,22.8032,2.37,21,10,0,31.0,Literature & Writing,25,Literacy & Language,urban,Grades 6-8,Other,highest poverty,True,False,1
525.4,194.99,62.78428571,11.87,20,8,5,7.0,Literature & Writing,7,Literacy & Language,suburban,Grades 6-8,Other,highest poverty,False,False,0
422.53,299.99,184.99,69.99,90,9,3,2.0,Literacy,2,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,False,False,1
597.0,141.69,35.9525,7.89,34,4,3,19.0,Special Needs,8,Special Needs,urban,Grades 9-12,Supplies,highest poverty,False,False,0
283.61,52.7,15.56,3.79,400,3,6,19.0,Foreign Languages,10,Literacy & Language,suburban,Grades 6-8,Supplies,highest poverty,True,False,1
172.05,95.0,51.995,8.99,120,9,6,6.0,Mathematics,2,Math & Science,urban,Grades PreK-2,Other,highest poverty,True,False,1
302.48,39.94,7.912105263,1.3,56,7,0,37.0,Literacy,19,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
588.46,11.36,11.36,11.36,50,1,1,48.0,Foreign Languages,1,Literacy & Language,urban,Grades 9-12,Other,highest poverty,False,True,1
313.0,249.99,249.99,249.99,800,1,4,1.0,Other,1,Health & Sports,urban,Grades 6-8,Technology,highest poverty,False,False,1
274.35,128.96,22.583,5.98,28,11,3,10.0,Literacy,10,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
332.0,179.99,63.86333333,3.65,150,1,0,14.0,Health & Life Science,3,Math & Science,urban,Grades 9-12,Supplies,highest poverty,False,False,1
376.94,329.99,329.99,329.99,250,11,6,1.0,Mathematics,1,Math & Science,urban,Grades 6-8,Technology,highest poverty,False,False,1
265.58,45.95,10.625,4.95,180,6,4,30.0,Community Service,8,Health & Sports,rural,Grades 6-8,Supplies,moderate poverty,False,False,1
465.0,12.59,12.59,12.59,160,1,3,30.0,Character Education,1,Math & Science,urban,Grades 9-12,Technology,highest poverty,False,True,1
809.33,698.95,698.95,698.95,150,8,5,1.0,Visual Arts,1,Music & The Arts,urban,Grades 9-12,Other,highest poverty,False,True,1
504.0,34.22,34.22,34.22,40,3,3,12.0,Literacy,1,Literacy & Language,rural,Grades 9-12,Other,moderate poverty,False,False,1
266.0,34.99,34.99,34.99,50,3,3,6.0,Music,1,Music & The Arts,rural,Grades 9-12,Supplies,highest poverty,False,False,1
462.81,34.67,17.01166667,12.34,250,12,6,16.0,Literacy,6,Literacy & Language,urban,Grades 9-12,Supplies,highest poverty,False,False,1
451.61,49.99,29.67,23.0,30,10,2,14.0,Literacy,14,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,1
851.29,44.95,44.95,44.95,100,12,3,16.0,Environmental Science,1,Math & Science,rural,Grades 6-8,Supplies,highest poverty,False,False,1
273.1,16.23,8.078947368,3.41,15,12,4,35.0,History & Geography,19,History & Civics,suburban,Grades PreK-2,Other,highest poverty,False,False,1
517.21,39.59,39.59,39.59,900,10,0,12.0,Literacy,1,Literacy & Language,rural,Grades 9-12,Supplies,moderate poverty,False,False,0
486.0,5.35,5.35,5.35,157,3,3,74.0,Literature & Writing,1,Literacy & Language,rural,Grades 6-8,Other,highest poverty,False,False,0
625.02,529.16,529.16,529.16,25,9,6,1.0,Literature & Writing,1,Literacy & Language,suburban,Grades PreK-2,Supplies,highest poverty,False,False,1
593.05,8.99,7.854285714,6.29,80,1,6,70.0,Literacy,14,Literacy & Language,urban,Grades 9-12,Other,highest poverty,False,False,1
231.98,199.0,199.0,199.0,29,12,1,1.0,Mathematics,1,Math & Science,urban,Grades PreK-2,Other,highest poverty,False,False,1
701.73,599.99,324.99,49.99,15,7,3,2.0,Special Needs,2,Special Needs,urban,Grades 9-12,Technology,highest poverty,False,False,0
838.87,719.0,719.0,719.0,27,9,1,1.0,Literature & Writing,1,Literacy & Language,suburban,Grades 6-8,Technology,moderate poverty,False,False,0
152.48,24.95,20.46,16.95,25,7,5,6.0,Literature & Writing,4,Literacy & Language,suburban,Grades 6-8,Supplies,moderate poverty,False,False,1
455.0,370.0,370.0,370.0,24,4,3,1.0,Literacy,1,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,0
190.75,144.17,144.17,144.17,20,6,5,1.0,Mathematics,1,Math & Science,urban,Grades 6-8,Technology,moderate poverty,True,False,1
814.0,269.99,168.2475,95.0,30,10,0,4.0,Literacy,4,Literacy & Language,urban,Grades PreK-2,Technology,highest poverty,False,False,1
954.72,273.99,273.99,273.99,150,12,6,3.0,Visual Arts,1,Music & The Arts,urban,Grades 9-12,Technology,highest poverty,True,False,1
600.72,303.6,251.795,199.99,25,12,2,2.0,Environmental Science,2,Math & Science,suburban,Grades 6-8,Technology,low poverty,False,False,0
513.84,244.43,113.1233333,39.95,26,5,5,5.0,Literacy,3,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,0
3044.55,99.0,99.0,99.0,130,12,3,30.0,Health & Life Science,1,Math & Science,rural,Grades 9-12,Technology,highest poverty,False,False,1
447.99,399.99,399.99,399.99,25,3,4,1.0,Literature & Writing,1,Literacy & Language,rural,Grades PreK-2,Technology,highest poverty,False,False,0
249.85,48.93,32.44,15.95,125,5,6,5.0,Literature & Writing,2,Literacy & Language,rural,Grades 6-8,Supplies,moderate poverty,False,False,1
398.43,179.0,120.9966667,24.99,28,8,3,3.0,Literature & Writing,3,Literacy & Language,urban,Grades PreK-2,Technology,highest poverty,True,False,1
716.35,329.0,329.0,329.0,30,3,2,2.0,Literature & Writing,1,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,0
321.0,20.65,13.93294118,2.7,75,12,5,19.0,Foreign Languages,17,Literacy & Language,suburban,Grades 9-12,Other,moderate poverty,False,False,1
137.8,106.21,106.21,106.21,30,1,0,1.0,Literature & Writing,1,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
197.63,11.01,11.01,11.01,22,4,1,15.0,Character Education,1,Health & Sports,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
100.94,78.25,78.25,78.25,3,1,4,1.0,Special Needs,1,Special Needs,rural,Grades 9-12,Technology,highest poverty,False,False,1
477.83,399.0,399.0,399.0,24,10,2,1.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,0
391.67,179.0,87.85,12.95,23,11,6,4.0,Health & Life Science,4,Math & Science,rural,Grades PreK-2,Supplies,moderate poverty,False,False,1
654.96,375.25,140.125,55.1,260,1,6,4.0,Environmental Science,4,Math & Science,rural,Grades 6-8,Supplies,highest poverty,False,False,1
236.0,185.0,185.0,185.0,24,3,2,1.0,Literacy,1,Literacy & Language,suburban,Grades 6-8,Other,highest poverty,False,False,1
683.83,249.0,155.9833333,39.95,28,4,4,7.0,Literacy,3,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,0
368.38,149.0,51.76,9.95,200,4,1,12.0,Literacy,5,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,False,False,0
160.9,42.99,42.99,42.99,20,12,6,3.0,Mathematics,1,Math & Science,urban,Grades PreK-2,Technology,highest poverty,False,False,1
452.99,399.99,399.99,399.99,60,11,2,1.0,Literature & Writing,1,Literacy & Language,suburban,Grades 6-8,Technology,highest poverty,False,True,1
376.86,35.96,25.28,14.19,95,8,1,12.0,Literacy,4,Literacy & Language,urban,Grades 6-8,Supplies,highest poverty,False,False,1
398.32,179.0,119.3166667,49.95,25,5,6,3.0,Literacy,3,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,True,False,1
143.0,43.69,17.68166667,12.48,28,11,5,6.0,Literacy,6,Literacy & Language,rural,Grades PreK-2,Supplies,highest poverty,False,False,1
900.11,213.85,27.996,5.12,20,10,0,27.0,Special Needs,25,Special Needs,suburban,Grades 6-8,Other,moderate poverty,False,False,0
626.18,549.99,287.775,25.56,30,9,4,2.0,Literature & Writing,2,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,False,False,1
233.33,56.99,39.89,16.14,30,11,0,5.0,Literacy,3,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
689.59,57.73,20.3075,8.66,75,8,1,32.0,Environmental Science,8,Math & Science,urban,Grades 6-8,Supplies,moderate poverty,True,False,1
825.62,149.0,132.3333333,99.0,65,8,5,5.0,Environmental Science,3,Math & Science,urban,Grades 6-8,Technology,highest poverty,False,False,0
655.0,3.59,3.59,3.59,250,5,2,150.0,Literacy,5,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,0
492.0,206.99,50.99333333,3.48,30,4,6,22.0,Literacy,6,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,0
329.91,49.95,20.75357143,4.79,27,2,2,14.0,Literature & Writing,14,Literacy & Language,suburban,Grades PreK-2,Supplies,highest poverty,False,False,0
770.37,215.99,215.99,215.99,150,8,4,3.0,Foreign Languages,1,Literacy & Language,suburban,Grades 9-12,Technology,moderate poverty,False,False,0
411.83,342.84,342.84,342.84,23,6,5,1.0,Early Development,1,Health & Sports,urban,Grades PreK-2,Supplies,highest poverty,True,False,1
439.17,10.46,10.46,10.46,150,8,5,35.0,Literature & Writing,1,Literacy & Language,urban,Grades 9-12,Other,low poverty,False,False,1
160.58,129.0,129.0,129.0,30,8,5,1.0,Literacy,1,Literacy & Language,rural,Grades PreK-2,Supplies,highest poverty,False,False,0
228.77,17.66,9.22,1.89,100,8,1,17.0,Visual Arts,4,Music & The Arts,suburban,Grades 6-8,Supplies,highest poverty,False,False,1
179.9,26.75,13.375,1.1,127,12,2,19.0,Character Education,6,Math & Science,urban,Grades 9-12,Supplies,highest poverty,False,False,1
372.14,9.99,9.99,9.99,76,5,0,30.0,History & Geography,1,History & Civics,suburban,Grades 9-12,Technology,highest poverty,False,False,0
504.93,14.03,14.03,14.03,90,5,6,33.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
190.6,31.82,20.655,9.49,75,11,0,10.0,Mathematics,2,Math & Science,urban,Grades 9-12,Supplies,highest poverty,True,False,1
356.84,287.96,287.96,287.96,20,2,1,1.0,Environmental Science,1,Math & Science,rural,Grades PreK-2,Supplies,moderate poverty,False,False,1
322.77,37.99,15.53777778,5.31,400,10,6,18.0,Special Needs,18,Special Needs,rural,Grades 6-8,Other,highest poverty,False,False,1
331.46,99.0,99.0,99.0,43,12,2,3.0,Literacy,1,Literacy & Language,rural,Grades 6-8,Technology,highest poverty,False,False,1
216.79,13.79,6.702105263,4.22,75,10,3,26.0,Literature & Writing,17,Literacy & Language,urban,Grades 6-8,Other,highest poverty,True,False,1
559.59,329.99,254.97,179.95,140,9,3,2.0,Mathematics,2,Math & Science,suburban,Grades 6-8,Technology,moderate poverty,False,False,1
858.99,799.99,799.99,799.99,999,4,0,1.0,Visual Arts,1,Music & The Arts,urban,Grades 9-12,Technology,highest poverty,False,True,0
193.88,142.49,142.49,142.49,45,11,4,1.0,Literacy,1,Literacy & Language,suburban,Grades PreK-2,Technology,low poverty,False,False,1
701.24,649.99,649.99,649.99,130,8,5,1.0,College & Career Prep,1,Health & Sports,urban,Grades 9-12,Technology,highest poverty,True,False,1
572.0,116.99,116.99,116.99,600,12,1,4.0,Gym & Fitness,1,Health & Sports,urban,Grades 9-12,Supplies,highest poverty,True,True,1
434.0,352.0,352.0,352.0,100,3,6,1.0,History & Geography,1,History & Civics,urban,Grades 9-12,Supplies,highest poverty,False,False,1
476.53,395.99,395.99,395.99,95,4,6,1.0,ESL,1,Literacy & Language,urban,Grades 9-12,Technology,highest poverty,False,False,0
253.0,199.0,199.0,199.0,24,3,2,1.0,Literacy,1,Literacy & Language,suburban,Grades PreK-2,Supplies,moderate poverty,False,False,1
850.65,69.95,50.225,27.5,30,7,2,16.0,Environmental Science,16,Math & Science,rural,Grades PreK-2,Other,highest poverty,False,False,1
332.46,42.74,26.42555556,10.92,50,7,5,12.0,Mathematics,9,Math & Science,urban,Grades 6-8,Supplies,highest poverty,False,False,1
524.66,32.49,32.49,32.49,75,11,2,15.0,Literacy,1,Literacy & Language,suburban,Grades 6-8,Other,highest poverty,False,False,0
141.58,100.07,100.07,100.07,25,8,1,1.0,Mathematics,1,Math & Science,rural,Grades 6-8,Other,low poverty,False,False,1
220.11,59.99,24.90833333,1.99,30,6,5,21.0,Literacy,6,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
218.2,29.99,19.09,7.49,24,9,4,8.0,Mathematics,5,Math & Science,urban,Grades PreK-2,Supplies,highest poverty,True,False,0
474.78,36.47,12.795,1.0,30,1,5,52.0,Special Needs,6,Special Needs,urban,Grades 6-8,Other,highest poverty,False,False,1
486.0,360.0,198.0,36.0,100,4,4,2.0,Character Education,2,Health & Sports,rural,Grades 6-8,Other,highest poverty,False,False,0
217.72,40.65,36.004,29.53,34,7,4,5.0,Literacy,5,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
278.31,114.6,114.6,114.6,120,10,5,2.0,Character Education,1,Math & Science,urban,Grades 9-12,Supplies,highest poverty,False,True,1
320.98,32.95,11.27375,4.67,60,3,5,32.0,Literature & Writing,8,Literacy & Language,rural,Grades 6-8,Other,moderate poverty,False,False,0
406.19,34.99,32.29,27.79,12,2,1,12.0,Music,8,Music & The Arts,rural,Grades 9-12,Supplies,highest poverty,False,False,1
134.0,98.99,98.99,98.99,70,12,4,1.0,Mathematics,1,Math & Science,urban,Grades 6-8,Technology,highest poverty,False,False,1
266.72,207.82,207.82,207.82,100,11,1,1.0,Literature & Writing,1,Literacy & Language,urban,Grades 9-12,Other,highest poverty,True,False,1
371.0,11.75,6.39,3.05,30,7,0,56.0,Literacy,7,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
485.05,345.0,131.66,24.99,20,2,2,3.0,Literacy,3,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,0
189.02,56.99,27.99,6.99,23,3,1,8.0,Literature & Writing,4,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
194.15,119.99,72.49,24.99,140,1,0,2.0,Visual Arts,2,Music & The Arts,urban,Grades 9-12,Technology,highest poverty,True,False,0
820.31,20.44,9.919230769,5.93,97,10,0,78.0,Literacy,13,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
455.0,369.99,369.99,369.99,29,4,0,1.0,Literacy,1,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,0
141.64,109.99,109.99,109.99,22,2,6,1.0,Health & Wellness,1,Health & Sports,urban,Grades PreK-2,Supplies,highest poverty,False,False,0
445.0,47.0,23.20666667,10.46,25,8,6,27.0,Literature & Writing,3,Literacy & Language,rural,Grades 9-12,Other,highest poverty,False,False,1
381.57,15.41,7.587777778,3.37,25,8,1,45.0,Literacy,45,Literacy & Language,urban,Grades 6-8,Other,highest poverty,True,False,1
403.47,8.75,5.256428571,4.37,60,1,5,70.0,Literacy,14,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
560.3,241.5,63.25833333,6.17,500,10,1,10.0,Social Sciences,6,History & Civics,urban,Grades 9-12,Supplies,highest poverty,False,False,0
230.43,179.75,179.75,179.75,800,8,1,1.0,College & Career Prep,1,Health & Sports,rural,Grades 9-12,Supplies,moderate poverty,False,False,1
375.03,71.95,20.71222222,0.21,80,7,3,64.0,Mathematics,9,Math & Science,urban,Grades 9-12,Supplies,highest poverty,False,True,0
483.0,91.04,56.22,17.99,25,3,6,7.0,Literacy,7,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,0
646.4,69.08,47.06,11.09,125,3,5,15.0,Literacy,10,Literacy & Language,urban,Grades 6-8,Other,highest poverty,True,False,0
171.8,64.95,23.28333333,14.95,28,10,4,6.0,Literacy,6,Literacy & Language,urban,Grades PreK-2,Technology,highest poverty,True,False,1
605.24,549.99,549.99,549.99,8,1,5,1.0,Special Needs,1,Special Needs,suburban,Grades 6-8,Technology,moderate poverty,False,False,0
135.0,99.99,99.99,99.99,50,6,2,1.0,ESL,1,Literacy & Language,urban,Grades 9-12,Technology,highest poverty,False,False,1
806.71,89.67,76.523,62.17,21,11,0,10.0,Literacy,10,Literacy & Language,suburban,Grades PreK-2,Other,moderate poverty,False,False,0
229.85,79.0,62.65,29.95,12,12,1,3.0,Character Education,3,Health & Sports,rural,Grades 6-8,Other,highest poverty,False,False,1
843.83,199.0,55.685,4.49,60,7,0,39.0,Literacy,12,Literacy & Language,urban,Grades 6-8,Other,highest poverty,True,False,1
546.5,201.39,52.23166667,8.46,25,12,6,14.0,Literacy,6,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
419.1,26.94,20.17631579,17.51,500,10,6,19.0,Literacy,15,Literacy & Language,suburban,Grades 6-8,Other,low poverty,False,False,1
463.94,212.39,209.24,206.09,75,5,5,2.0,Special Needs,2,Special Needs,urban,Grades 9-12,Other,highest poverty,False,False,1
486.0,36.0,36.0,36.0,75,4,0,11.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,False,False,0
655.99,599.99,599.99,599.99,200,3,2,1.0,Visual Arts,1,Music & The Arts,urban,Grades 9-12,Technology,highest poverty,False,False,1
361.84,49.99,45.01571429,15.17,50,4,6,7.0,Literacy,7,Literacy & Language,rural,Grades PreK-2,Technology,highest poverty,False,False,1
434.0,16.19,8.792,3.59,25,2,6,40.0,Literacy,40,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,1
337.0,89.99,89.99,89.99,61,12,1,3.0,Foreign Languages,1,Literacy & Language,suburban,Grades 9-12,Technology,highest poverty,False,False,1
138.5,40.76,21.38,6.76,23,1,2,5.0,History & Geography,5,History & Civics,urban,Grades PreK-2,Supplies,highest poverty,True,False,1
212.0,32.8,16.586,2.84,30,4,2,35.0,Literacy,5,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
12210.0,0.0,0.0,0.0,6,7,2,0.0,Foreign Languages,0,Literacy & Language,urban,Grades 9-12,Trips,highest poverty,False,False,0
480.0,196.24,195.36,194.48,145,5,2,2.0,Foreign Languages,2,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,0
636.0,174.25,174.25,174.25,60,4,1,3.0,Mathematics,1,Math & Science,urban,Grades 6-8,Technology,highest poverty,False,False,0
309.06,129.0,50.4925,7.99,65,11,3,7.0,Special Needs,4,Special Needs,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
429.0,49.99,43.49,36.99,150,10,2,8.0,Gym & Fitness,2,Health & Sports,urban,Grades 6-8,Other,highest poverty,True,False,1
298.31,69.95,18.88142857,3.61,31,10,1,14.0,Environmental Science,14,Math & Science,urban,Grades PreK-2,Other,highest poverty,False,False,1
331.18,249.99,139.99,29.99,705,9,1,2.0,Character Education,2,Health & Sports,rural,Grades 6-8,Technology,moderate poverty,False,False,1
407.42,99.0,44.6425,13.77,25,1,1,8.0,Literacy,8,Literacy & Language,suburban,Grades 6-8,Other,highest poverty,False,False,1
390.0,99.5,44.98142857,16.99,8,4,3,7.0,ESL,7,Literacy & Language,suburban,Grades 6-8,Other,highest poverty,True,False,1
1288.52,0.0,0.0,0.0,96,5,2,0.0,Character Education,0,Health & Sports,urban,Grades 6-8,Trips,highest poverty,False,False,1
136.22,1.61,1.61,1.61,65,9,1,65.0,Literature & Writing,1,Literacy & Language,urban,Grades 9-12,Supplies,highest poverty,False,True,1
436.32,30.05,30.05,30.05,21,4,0,12.0,Other,1,Health & Sports,urban,Grades 6-8,Other,highest poverty,False,False,1
151.37,35.96,21.388,0.0,350,8,3,5.0,Health & Life Science,5,Math & Science,urban,Grades 6-8,Other,highest poverty,False,False,1
253.0,199.0,199.0,199.0,17,5,3,1.0,Literacy,1,Literacy & Language,rural,Grades PreK-2,Supplies,highest poverty,False,False,0
476.0,386.95,386.95,386.95,21,4,6,1.0,Literacy,1,Literacy & Language,suburban,Grades PreK-2,Other,moderate poverty,False,False,0
144.5,100.99,100.99,100.99,22,2,1,1.0,Health & Wellness,1,Health & Sports,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
334.63,192.47,136.605,80.74,27,1,5,2.0,Early Development,2,Health & Sports,suburban,Grades PreK-2,Other,highest poverty,False,False,1
206.58,132.99,76.94,20.89,20,9,5,2.0,Mathematics,2,Math & Science,suburban,Grades 6-8,Supplies,highest poverty,False,False,1
642.43,89.99,89.99,89.99,90,5,1,6.0,ESL,1,Literacy & Language,suburban,Grades PreK-2,Technology,highest poverty,False,False,1
200.6,38.25,38.25,38.25,999,3,5,4.0,Gym & Fitness,4,Health & Sports,urban,Grades 6-8,Supplies,highest poverty,False,False,0
253.0,15.25,8.363043478,8.05,60,6,4,24.0,Social Sciences,23,History & Civics,urban,Grades 6-8,Other,highest poverty,False,False,1
156.97,38.66,10.36857143,1.34,26,10,4,37.0,Health & Life Science,7,Math & Science,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
259.74,37.95,20.59285714,7.98,130,9,4,10.0,Performing Arts,7,Music & The Arts,suburban,Grades 6-8,Technology,highest poverty,False,False,1
149.69,102.86,102.86,102.86,30,12,4,1.0,Literature & Writing,1,Literacy & Language,urban,Grades 6-8,Supplies,highest poverty,False,False,1
461.0,140.45,12.78761905,4.35,60,3,5,39.0,Literacy,21,Literacy & Language,suburban,Grades 6-8,Other,highest poverty,False,False,0
446.44,149.99,15.221875,4.25,10,12,2,17.0,History & Geography,16,History & Civics,suburban,Grades 9-12,Technology,highest poverty,False,False,0
312.0,249.0,249.0,249.0,24,3,4,1.0,Literacy,1,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
471.59,77.25,20.43454545,1.75,549,11,1,59.0,Visual Arts,11,Music & The Arts,urban,Grades 6-8,Supplies,highest poverty,False,False,1
464.37,28.39,10.6485,0.94,20,6,1,69.0,Special Needs,19,Special Needs,rural,Grades 9-12,Supplies,highest poverty,False,False,1
425.66,377.99,377.99,377.99,375,9,1,1.0,Literature & Writing,1,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,False,False,1
256.17,29.01,11.55666667,1.34,8,9,6,31.0,Special Needs,14,Special Needs,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
262.33,5.39,5.39,5.39,10,10,3,40.0,Literacy,4,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
853.99,799.99,799.99,799.99,105,11,6,1.0,Character Education,1,Math & Science,urban,Grades 6-8,Technology,highest poverty,True,False,0
943.0,781.44,781.44,781.44,30,4,3,1.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,False,False,0
426.26,4.88,4.88,4.88,80,8,5,80.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Other,highest poverty,True,False,0
151.52,11.08,4.35,0.74,400,6,6,110.0,Visual Arts,3,Music & The Arts,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
159.0,39.99,29.99,19.99,20,7,0,4.0,Other,2,Health & Sports,suburban,Grades 9-12,Technology,highest poverty,False,False,1
167.93,147.84,147.84,147.84,300,3,2,1.0,Music,1,Music & The Arts,suburban,Grades 6-8,Technology,highest poverty,False,False,1
1033.91,217.5,153.1366667,24.41,20,12,3,8.0,Mathematics,2,Math & Science,rural,Grades 6-8,Technology,highest poverty,False,False,0
665.66,10.95,7.633333333,2.96,40,9,6,74.0,Literacy,3,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,0
866.22,249.99,249.99,249.99,20,7,4,3.0,Literature & Writing,1,Literacy & Language,rural,Grades 9-12,Technology,highest poverty,False,False,0
348.51,57.5,13.46272727,3.89,25,8,0,22.0,Special Needs,11,Special Needs,urban,Grades 6-8,Supplies,highest poverty,False,False,1
326.96,99.0,58.9625,6.95,22,1,2,9.0,Literacy,4,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,0
435.45,399.46,399.46,399.46,30,9,1,1.0,Literacy,1,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,0
207.0,5.35,5.35,5.35,70,4,2,30.0,Literature & Writing,1,Literacy & Language,rural,Grades 9-12,Other,moderate poverty,False,False,1
